Country ,Country Code,Medal1,Year of Year -,INDEX(),Distinct count of Event
Afghanistan,AFG,Bronze,2008,"2,429",1
Afghanistan,AFG,Bronze,2012,"2,676",1
United Arab Emirates,ARE,Bronze,2016,"2,926",1
United Arab Emirates,ARE,Gold,2004,"2,208",1
Argentina,ARG,Bronze,1928,356,1
Argentina,ARG,Bronze,1948,564,1
Argentina,ARG,Bronze,1956,736,1
Argentina,ARG,Bronze,1960,821,1
Argentina,ARG,Bronze,1988,"1,479",1
Argentina,ARG,Bronze,1992,"1,587",1
Argentina,ARG,Bronze,1996,"1,767",1
Argentina,ARG,Gold,1924,286,1
Argentina,ARG,Gold,1952,646,1
Argentina,ARG,Gold,2012,"2,678",1
Argentina,ARG,Silver,1932,433,1
Argentina,ARG,Silver,1956,737,1
Argentina,ARG,Silver,1960,822,1
Argentina,ARG,Silver,1964,910,1
Argentina,ARG,Silver,1972,"1,099",1
Argentina,ARG,Silver,1988,"1,480",1
Argentina,ARG,Silver,2012,"2,679",1
Argentina,ARG,Silver,2016,"2,928",1
Armenia,ARM,Bronze,2000,"1,987",1
Armenia,ARM,Gold,1996,"1,769",1
Armenia,ARM,Gold,2016,"2,929",1
Armenia,ARM,Silver,1996,"1,770",1
Armenia,ARM,Silver,2012,"2,681",1
Australia,AUS,Bronze,1896,1,1
Australia,AUS,Bronze,1904,74,1
Australia,AUS,Bronze,1920,236,1
Australia,AUS,Bronze,1928,359,1
Australia,AUS,Bronze,1932,434,1
Australia,AUS,Bronze,1936,498,1
Australia,AUS,Bronze,1994,"1,721",1
Australia,AUS,Bronze,1998,"1,934",1
Australia,AUS,Bronze,2006,"2,375",1
Australia,AUS,Bronze,2014,"2,862",1
Australia,AUS,Gold,1908,143,1
Australia,AUS,Gold,1928,360,1
Australia,AUS,Gold,2006,"2,376",1
Australia,AUS,Silver,1924,290,1
Australia,AUS,Silver,1932,436,1
Australia,AUS,Silver,1976,"1,197",1
Australia,AUS,Silver,2010,"2,616",1
Austria,AUT,Bronze,1904,76,1
Austria,AUT,Bronze,1908,145,1
Austria,AUT,Bronze,1924,291,1
Austria,AUT,Bronze,2004,"2,214",1
Austria,AUT,Bronze,2016,"2,934",1
Austria,AUT,Gold,1972,"1,104",1
Austria,AUT,Gold,1984,"1,382",1
Austria,AUT,Silver,1896,5,1
Austria,AUT,Silver,1904,78,1
Austria,AUT,Silver,1984,"1,383",1
Austria,AUT,Silver,1996,"1,775",1
Austria,AUT,Silver,2000,"1,992",1
Austria,AUT,Silver,2008,"2,437",1
Azerbaijan,AZE,Bronze,2000,"1,993",1
Azerbaijan,AZE,Gold,2004,"2,218",1
Azerbaijan,AZE,Gold,2008,"2,439",1
Azerbaijan,AZE,Gold,2016,"2,936",1
Azerbaijan,AZE,Silver,1996,"1,776",1
Burundi,BDI,Gold,1996,"1,777",1
Burundi,BDI,Silver,2016,"2,938",1
Belgium,BEL,Bronze,1932,440,1
Belgium,BEL,Bronze,1964,917,1
Belgium,BEL,Bronze,1968,"1,009",1
Belgium,BEL,Bronze,1998,"1,938",1
Belgium,BEL,Gold,1908,147,1
Belgium,BEL,Gold,1980,"1,293",1
Belgium,BEL,Gold,1984,"1,385",1
Belgium,BEL,Gold,2004,"2,220",1
Belgium,BEL,Gold,2008,"2,441",1
Belgium,BEL,Silver,1912,195,1
Belgium,BEL,Silver,1928,366,1
Belgium,BEL,Silver,1968,"1,010",1
Belgium,BEL,Silver,1984,"1,386",1
Belgium,BEL,Silver,1992,"1,595",1
Belgium,BEL,Silver,2008,"2,442",1
Belgium,BEL,Silver,2012,"2,689",1
Bulgaria,BGR,Bronze,1952,656,1
Bulgaria,BGR,Bronze,1956,745,1
Bulgaria,BGR,Bronze,2012,"2,690",1
Bulgaria,BGR,Gold,1956,746,1
Bulgaria,BGR,Gold,1960,832,1
Bulgaria,BGR,Gold,1998,"1,939",1
Bulgaria,BGR,Gold,2008,"2,444",1
Bulgaria,BGR,Silver,2002,"2,159",1
Bulgaria,BGR,Silver,2004,"2,223",1
Bulgaria,BGR,Silver,2006,"2,380",1
Bulgaria,BGR,Silver,2008,"2,445",1
Bulgaria,BGR,Silver,2012,"2,691",1
Bulgaria,BGR,Silver,2016,"2,943",1
Bahrain,BHR,Bronze,2012,"2,692",1
Bahrain,BHR,Gold,2016,"2,944",1
Bahrain,BHR,Silver,2016,"2,945",1
Bahamas,BHS,Bronze,1956,748,1
Bahamas,BHS,Bronze,1992,"1,599",1
Bahamas,BHS,Bronze,2000,"2,000",1
Bahamas,BHS,Bronze,2004,"2,224",1
Bahamas,BHS,Bronze,2008,"2,446",1
Bahamas,BHS,Bronze,2016,"2,946",1
Bahamas,BHS,Gold,1964,922,1
Bahamas,BHS,Gold,2004,"2,225",1
Bahamas,BHS,Gold,2012,"2,693",1
Bahamas,BHS,Gold,2016,"2,947",1
Bahamas,BHS,Silver,1996,"1,784",1
Bahamas,BHS,Silver,2008,"2,447",1
Belarus,BLR,Bronze,2002,"2,160",1
Belarus,BLR,Bronze,2010,"2,620",1
Belarus,BLR,Bronze,2014,"2,867",1
Belarus,BLR,Gold,1996,"1,786",1
Belarus,BLR,Gold,2010,"2,621",1
Belarus,BLR,Gold,2016,"2,949",1
Belarus,BLR,Silver,2006,"2,381",1
Belarus,BLR,Silver,2010,"2,622",1
Bermuda,BMU,Bronze,1976,"1,206",1
Brazil,BRA,Bronze,1920,241,1
Brazil,BRA,Bronze,1948,576,1
Brazil,BRA,Bronze,1964,923,1
Brazil,BRA,Gold,1920,242,1
Brazil,BRA,Gold,1952,658,1
Brazil,BRA,Gold,1956,749,1
Brazil,BRA,Gold,1984,"1,388",1
Brazil,BRA,Gold,1988,"1,492",1
Brazil,BRA,Silver,1920,243,1
Brazil,BRA,Silver,1968,"1,015",1
Brazil,BRA,Silver,1992,"1,601",1
Barbados,BRB,Bronze,2000,"2,007",1
Botswana,BWA,Silver,2012,"2,700",1
Canada,CAN,Bronze,1900,34,1
Canada,CAN,Bronze,1904,79,1
Canada,CAN,Bronze,1924,297,1
Canada,CAN,Bronze,1952,659,1
Canada,CAN,Bronze,1960,835,1
Canada,CAN,Bronze,1980,"1,299",1
Canada,CAN,Gold,1900,35,1
Canada,CAN,Gold,1906,105,1
Canada,CAN,Gold,1924,298,1
Canada,CAN,Gold,1936,504,1
Canada,CAN,Gold,1976,"1,209",1
Canada,CAN,Gold,2012,"2,702",1
Canada,CAN,Silver,1904,81,1
Canada,CAN,Silver,1906,106,1
Canada,CAN,Silver,1980,"1,300",1
Chile,CHL,Bronze,2000,"2,011",1
Chile,CHL,Bronze,2004,"2,235",1
Chile,CHL,Silver,1928,370,1
Chile,CHL,Silver,1988,"1,497",1
Chile,CHL,Silver,2008,"2,457",1
China,CHN,Silver,1994,"1,730",1
Cameroon,CMR,Bronze,1984,"1,396",1
Cameroon,CMR,Gold,2000,"2,015",1
Cameroon,CMR,Gold,2004,"2,240",1
Cameroon,CMR,Gold,2008,"2,461",1
Cameroon,CMR,Silver,1968,"1,019",1
Colombia,COL,Bronze,1988,"1,501",1
Colombia,COL,Bronze,1992,"1,608",1
Colombia,COL,Bronze,2008,"2,462",1
Colombia,COL,Gold,2000,"2,016",1
Colombia,COL,Gold,2012,"2,708",1
Colombia,COL,Silver,1900,36,1
Colombia,COL,Silver,1972,"1,114",1
Colombia,COL,Silver,1984,"1,397",1
Colombia,COL,Silver,2008,"2,463",1
Costa Rica,CRI,Gold,1996,"1,797",1
Costa Rica,CRI,Silver,1988,"1,502",1
Cuba,CUB,Gold,1900,37,1
Cuba,CUB,Silver,1900,38,1
Cuba,CUB,Silver,1948,580,1
Cuba,CUB,Silver,1964,927,1
Cuba,CUB,Silver,1972,"1,117",1
Curacao,CUW,Silver,1988,"1,503",1
Cyprus,CYP,Silver,2012,"2,713",1
Czech Republic,CZE,Bronze,1936,506,1
Czech Republic,CZE,Bronze,1956,755,1
Czech Republic,CZE,Bronze,1998,"1,946",1
Czech Republic,CZE,Bronze,2006,"2,388",1
Czech Republic,CZE,Gold,1924,301,1
Czech Republic,CZE,Gold,1932,445,1
Czech Republic,CZE,Gold,1956,756,1
Czech Republic,CZE,Gold,1998,"1,947",1
Czech Republic,CZE,Gold,2002,"2,167",1
Czech Republic,CZE,Gold,2004,"2,246",1
Czech Republic,CZE,Gold,2006,"2,389",1
Czech Republic,CZE,Gold,2016,"2,967",1
Czech Republic,CZE,Silver,1900,40,1
Czech Republic,CZE,Silver,1998,"1,948",1
Germany,DEU,Bronze,1900,41,1
Djibouti,DJI,Bronze,1988,"1,510",1
Denmark,DNK,Bronze,1906,111,1
Denmark,DNK,Bronze,1920,248,1
Denmark,DNK,Bronze,1956,761,1
Denmark,DNK,Bronze,1960,844,1
Denmark,DNK,Bronze,1988,"1,511",1
Denmark,DNK,Bronze,1996,"1,807",1
Denmark,DNK,Bronze,2000,"2,027",1
Denmark,DNK,Gold,1896,10,1
Denmark,DNK,Gold,1912,203,1
Denmark,DNK,Gold,1956,762,1
Denmark,DNK,Gold,1968,"1,028",1
Denmark,DNK,Gold,1972,"1,124",1
Denmark,DNK,Gold,1976,"1,221",1
Denmark,DNK,Gold,1992,"1,619",1
Denmark,DNK,Silver,1952,671,1
Denmark,DNK,Silver,1964,936,1
Denmark,DNK,Silver,1980,"1,312",1
Denmark,DNK,Silver,1988,"1,513",1
Denmark,DNK,Silver,1992,"1,620",1
Denmark,DNK,Silver,1996,"1,809",1
Denmark,DNK,Silver,1998,"1,952",1
Denmark,DNK,Silver,2004,"2,253",1
Dominican Republic,DOM,Bronze,1984,"1,405",1
Dominican Republic,DOM,Bronze,2016,"2,975",1
Dominican Republic,DOM,Gold,2004,"2,254",1
Dominican Republic,DOM,Gold,2008,"2,475",1
Dominican Republic,DOM,Gold,2012,"2,723",1
Dominican Republic,DOM,Silver,2008,"2,476",1
Dominican Republic,DOM,Silver,2012,"2,724",1
Algeria,DZA,Bronze,1992,"1,621",1
Algeria,DZA,Bronze,1996,"1,810",1
Algeria,DZA,Bronze,2008,"2,477",1
Algeria,DZA,Gold,1992,"1,622",1
Algeria,DZA,Gold,2000,"2,031",1
Algeria,DZA,Gold,2012,"2,725",1
Algeria,DZA,Silver,2000,"2,032",1
Algeria,DZA,Silver,2008,"2,478",1
Ecuador,ECU,Gold,1996,"1,812",1
Ecuador,ECU,Silver,2008,"2,479",1
Egypt,EGY,Bronze,1928,380,1
Egypt,EGY,Bronze,1948,587,1
Egypt,EGY,Bronze,1952,672,1
Egypt,EGY,Bronze,2008,"2,480",1
Egypt,EGY,Gold,2004,"2,256",1
Egypt,EGY,Silver,1928,382,1
Egypt,EGY,Silver,1936,516,1
Egypt,EGY,Silver,1984,"1,407",1
Egypt,EGY,Silver,2004,"2,257",1
Eritrea,ERI,Bronze,2004,"2,258",1
Spain,ESP,Bronze,1932,452,1
Spain,ESP,Bronze,1960,847,1
Spain,ESP,Bronze,1972,"1,125",1
Spain,ESP,Gold,1900,47,1
Spain,ESP,Gold,1928,383,1
Spain,ESP,Gold,1972,"1,126",1
Spain,ESP,Gold,1980,"1,314",1
Spain,ESP,Gold,1984,"1,409",1
Spain,ESP,Gold,1988,"1,515",1
Spain,ESP,Silver,1948,590,1
Spain,ESP,Silver,1952,673,1
Spain,ESP,Silver,1988,"1,516",1
Estonia,EST,Bronze,1992,"1,626",1
Estonia,EST,Bronze,2002,"2,172",1
Estonia,EST,Bronze,2012,"2,730",1
Estonia,EST,Bronze,2016,"2,981",1
Estonia,EST,Gold,1920,252,1
Estonia,EST,Gold,1924,307,1
Estonia,EST,Gold,1992,"1,627",1
Estonia,EST,Gold,2000,"2,037",1
Estonia,EST,Gold,2002,"2,173",1
Estonia,EST,Gold,2008,"2,484",1
Estonia,EST,Silver,1924,308,1
Estonia,EST,Silver,1928,386,1
Estonia,EST,Silver,2002,"2,174",1
Estonia,EST,Silver,2004,"2,263",1
Estonia,EST,Silver,2008,"2,485",1
Estonia,EST,Silver,2010,"2,634",1
Estonia,EST,Silver,2012,"2,731",1
Ethiopia,ETH,Bronze,1996,"1,816",1
Ethiopia,ETH,Gold,1960,848,1
Ethiopia,ETH,Gold,1964,937,1
Ethiopia,ETH,Gold,1968,"1,030",1
Ethiopia,ETH,Gold,1992,"1,629",1
Ethiopia,ETH,Gold,2016,"2,983",1
Ethiopia,ETH,Silver,1968,"1,031",1
Ethiopia,ETH,Silver,2000,"2,040",1
Ethiopia,ETH,Silver,2008,"2,488",1
Ethiopia,ETH,Silver,2012,"2,734",1
Finland,FIN,Bronze,1906,114,1
Finland,FIN,Bronze,1976,"1,223",1
Finland,FIN,Bronze,1996,"1,818",1
Finland,FIN,Bronze,2000,"2,041",1
Finland,FIN,Bronze,2002,"2,175",1
Finland,FIN,Bronze,2014,"2,881",1
Finland,FIN,Bronze,2016,"2,985",1
Finland,FIN,Gold,1908,159,1
Finland,FIN,Gold,1996,"1,819",1
Finland,FIN,Gold,2008,"2,490",1
Finland,FIN,Gold,2014,"2,882",1
Finland,FIN,Silver,1906,116,1
Finland,FIN,Silver,1908,160,1
Finland,FIN,Silver,1994,"1,735",1
Finland,FIN,Silver,2000,"2,043",1
Finland,FIN,Silver,2008,"2,491",1
Finland,FIN,Silver,2010,"2,636",1
Finland,FIN,Silver,2012,"2,736",1
Fiji,FJI,Gold,2016,"2,986",1
France,FRA,Gold,1960,853,1
France,FRA,Silver,1994,"1,737",1
France,FRA,Silver,1998,"1,958",1
Gabon,GAB,Silver,2012,"2,740",1
UK,GBR,Bronze,1998,"1,959",1
UK,GBR,Bronze,2002,"2,181",1
UK,GBR,Gold,1904,87,1
UK,GBR,Gold,1996,"1,825",1
UK,GBR,Gold,2002,"2,182",1
UK,GBR,Gold,2010,"2,640",1
UK,GBR,Gold,2014,"2,888",1
UK,GBR,Silver,1904,88,1
UK,GBR,Silver,2006,"2,400",1
UK,GBR,Silver,2014,"2,889",1
Georgia,GEO,Gold,2012,"2,745",1
Georgia,GEO,Silver,2016,"2,995",1
Ghana,GHA,Bronze,1964,947,1
Ghana,GHA,Bronze,1972,"1,137",1
Ghana,GHA,Bronze,1992,"1,639",1
Ghana,GHA,Silver,1960,858,1
Greece,GRC,Bronze,1904,89,1
Greece,GRC,Bronze,1908,167,1
Greece,GRC,Bronze,1912,214,1
Greece,GRC,Bronze,1956,773,1
Greece,GRC,Bronze,1968,"1,041",1
Greece,GRC,Bronze,1984,"1,420",1
Greece,GRC,Bronze,1988,"1,526",1
Greece,GRC,Gold,1904,90,1
Greece,GRC,Gold,1912,215,1
Greece,GRC,Gold,1924,318,1
Greece,GRC,Gold,1960,859,1
Greece,GRC,Gold,1980,"1,328",1
Greece,GRC,Silver,1920,263,1
Greece,GRC,Silver,1984,"1,421",1
Greece,GRC,Silver,2016,"2,998",1
Grenada,GRD,Gold,2012,"2,748",1
Grenada,GRD,Silver,2016,"2,999",1
Guatemala,GTM,Silver,2012,"2,749",1
Guyana,GUY,Bronze,1980,"1,329",1
Croatia,HRV,Bronze,2000,"2,054",1
Croatia,HRV,Bronze,2010,"2,641",1
Croatia,HRV,Gold,1996,"1,830",1
Croatia,HRV,Gold,2000,"2,055",1
Croatia,HRV,Gold,2004,"2,280",1
Croatia,HRV,Gold,2006,"2,401",1
Croatia,HRV,Silver,1992,"1,642",1
Croatia,HRV,Silver,1996,"1,831",1
Croatia,HRV,Silver,2002,"2,184",1
Croatia,HRV,Silver,2012,"2,752",1
Croatia,HRV,Silver,2014,"2,890",1
Haiti,HTI,Bronze,1924,319,1
Haiti,HTI,Gold,1900,54,1
Haiti,HTI,Silver,1928,396,1
Hungary,HUN,Bronze,1904,91,1
Hungary,HUN,Gold,1900,56,1
Hungary,HUN,Silver,1896,23,1
Hungary,HUN,Silver,1904,93,1
Hungary,HUN,Silver,1936,531,1
Indonesia,IDN,Bronze,1992,"1,646",1
Indonesia,IDN,Bronze,2012,"2,756",1
Indonesia,IDN,Gold,1996,"1,836",1
Indonesia,IDN,Gold,2000,"2,060",1
Indonesia,IDN,Gold,2004,"2,286",1
Indonesia,IDN,Gold,2008,"2,508",1
Indonesia,IDN,Gold,2016,"3,006",1
Indonesia,IDN,Silver,1988,"1,530",1
Indonesia,IDN,Silver,1996,"1,837",1
Indonesia,IDN,Silver,2004,"2,287",1
Indonesia,IDN,Silver,2008,"2,509",1
Indonesia,IDN,Silver,2012,"2,757",1
India,IND,Bronze,1952,686,1
India,IND,Bronze,1968,"1,045",1
India,IND,Bronze,1972,"1,142",1
India,IND,Bronze,1996,"1,838",1
India,IND,Bronze,2000,"2,062",1
India,IND,Bronze,2016,"3,008",1
India,IND,Gold,1924,323,1
India,IND,Gold,1928,399,1
India,IND,Gold,1932,465,1
India,IND,Gold,1936,532,1
India,IND,Gold,1948,603,1
India,IND,Gold,1952,687,1
India,IND,Gold,1956,777,1
India,IND,Gold,1964,951,1
India,IND,Gold,1980,"1,333",1
India,IND,Gold,2008,"2,511",1
India,IND,Silver,1960,863,1
India,IND,Silver,2004,"2,288",1
India,IND,Silver,2016,"3,009",1
Ireland,IRL,Bronze,1924,324,1
Ireland,IRL,Bronze,1948,604,1
Ireland,IRL,Bronze,1964,952,1
Ireland,IRL,Bronze,1980,"1,334",1
Ireland,IRL,Bronze,1996,"1,839",1
Ireland,IRL,Gold,1928,400,1
Ireland,IRL,Gold,1956,779,1
Ireland,IRL,Gold,1992,"1,649",1
Ireland,IRL,Gold,2012,"2,761",1
Ireland,IRL,Silver,1924,325,1
Ireland,IRL,Silver,1952,688,1
Ireland,IRL,Silver,1956,780,1
Ireland,IRL,Silver,1980,"1,335",1
Ireland,IRL,Silver,1984,"1,422",1
Ireland,IRL,Silver,1992,"1,650",1
Ireland,IRL,Silver,2000,"2,063",1
Ireland,IRL,Silver,2008,"2,513",1
Ireland,IRL,Silver,2012,"2,762",1
Iran,IRN,Bronze,1948,605,1
Iran,IRN,Bronze,1956,781,1
Iran,IRN,Bronze,1972,"1,143",1
Iran,IRN,Bronze,1976,"1,235",1
Iran,IRN,Bronze,1996,"1,841",1
Iran,IRN,Bronze,2000,"2,064",1
Iran,IRN,Bronze,2008,"2,514",1
Iran,IRN,Gold,1996,"1,842",1
Iran,IRN,Gold,2008,"2,515",1
Iran,IRN,Silver,1960,865,1
Iran,IRN,Silver,1968,"1,048",1
Iran,IRN,Silver,1976,"1,236",1
Iran,IRN,Silver,1988,"1,531",1
Iran,IRN,Silver,1992,"1,652",1
Iran,IRN,Silver,1996,"1,843",1
Iran,IRN,Silver,2016,"3,013",1
Iraq,IRQ,Bronze,1960,866,1
Iceland,ISL,Bronze,1984,"1,423",1
Iceland,ISL,Bronze,2000,"2,066",1
Iceland,ISL,Silver,1956,784,1
Iceland,ISL,Silver,2008,"2,516",1
Israel,ISR,Bronze,1992,"1,653",1
Israel,ISR,Bronze,1996,"1,844",1
Israel,ISR,Bronze,2000,"2,067",1
Israel,ISR,Bronze,2004,"2,292",1
Israel,ISR,Bronze,2008,"2,517",1
Israel,ISR,Gold,2004,"2,293",1
Israel,ISR,Silver,1992,"1,654",1
Italy,ITA,Gold,2010,"2,644",1
Italy,ITA,Silver,1912,221,1
Italy,ITA,Silver,2010,"2,645",1
Jamaica,JAM,Bronze,1972,"1,148",1
Jamaica,JAM,Bronze,1992,"1,658",1
Jamaica,JAM,Gold,1948,609,1
Jamaica,JAM,Gold,1976,"1,240",1
Jamaica,JAM,Gold,1996,"1,849",1
Jamaica,JAM,Silver,1968,"1,052",1
Jamaica,JAM,Silver,1976,"1,241",1
Jamaica,JAM,Silver,1984,"1,428",1
Jamaica,JAM,Silver,2004,"2,299",1
Jordan,JOR,Gold,2016,"3,021",1
Japan,JPN,Bronze,1924,329,1
Japan,JPN,Bronze,1928,404,1
Japan,JPN,Bronze,1952,696,1
Japan,JPN,Bronze,2002,"2,188",1
Japan,JPN,Gold,1952,697,1
Japan,JPN,Gold,1994,"1,743",1
Japan,JPN,Gold,2006,"2,405",1
Japan,JPN,Gold,2014,"2,894",1
Japan,JPN,Silver,1980,"1,340",1
Japan,JPN,Silver,1998,"1,965",1
Japan,JPN,Silver,2002,"2,189",1
Kazakhstan,KAZ,Bronze,2014,"2,896",1
Kazakhstan,KAZ,Gold,1994,"1,745",1
Kazakhstan,KAZ,Gold,2004,"2,304",1
Kazakhstan,KAZ,Silver,2010,"2,648",1
Kazakhstan,KAZ,Silver,2012,"2,777",1
Kenya,KEN,Bronze,1964,960,1
Kenya,KEN,Bronze,2016,"3,028",1
Kenya,KEN,Gold,1984,"1,433",1
Kenya,KEN,Gold,1996,"1,858",1
Kenya,KEN,Gold,2004,"2,307",1
Kyrgyzstan,KGZ,Bronze,2000,"2,081",1
Kyrgyzstan,KGZ,Bronze,2008,"2,533",1
Kyrgyzstan,KGZ,Silver,2008,"2,534",1
South Korea,KOR,Bronze,1956,791,1
South Korea,KOR,Bronze,1964,961,1
South Korea,KOR,Bronze,1968,"1,059",1
South Korea,KOR,Bronze,1994,"1,747",1
South Korea,KOR,Gold,1976,"1,246",1
South Korea,KOR,Silver,1956,792,1
South Korea,KOR,Silver,1968,"1,060",1
South Korea,KOR,Silver,1972,"1,155",1
South Korea,KOR,Silver,1976,"1,247",1
South Korea,KOR,Silver,1994,"1,749",1
South Korea,KOR,Silver,1998,"1,969",1
Kuwait,KWT,Bronze,2000,"2,085",1
Kuwait,KWT,Bronze,2012,"2,784",1
Lebanon,LBN,Bronze,1952,700,1
Lebanon,LBN,Bronze,1980,"1,341",1
Lebanon,LBN,Silver,1952,701,1
Lebanon,LBN,Silver,1972,"1,156",1
Liechtenstein,LIE,Bronze,1988,"1,545",1
Sri Lanka,LKA,Silver,1948,612,1
Sri Lanka,LKA,Silver,2000,"2,086",1
Lithuania,LTU,Bronze,1992,"1,669",1
Lithuania,LTU,Bronze,1996,"1,863",1
Lithuania,LTU,Gold,1992,"1,670",1
Lithuania,LTU,Gold,2004,"2,312",1
Lithuania,LTU,Silver,2012,"2,787",1
Lithuania,LTU,Silver,2016,"3,035",1
Luxembourg,LUX,Gold,1900,61,1
Luxembourg,LUX,Gold,1924,330,1
Luxembourg,LUX,Gold,1928,407,1
Luxembourg,LUX,Gold,1952,702,1
Luxembourg,LUX,Silver,1920,268,1
Luxembourg,LUX,Silver,1924,331,1
Latvia,LVA,Bronze,1936,539,1
Latvia,LVA,Bronze,1992,"1,672",1
Latvia,LVA,Bronze,2000,"2,089",1
Latvia,LVA,Bronze,2006,"2,409",1
Latvia,LVA,Bronze,2008,"2,540",1
Latvia,LVA,Bronze,2012,"2,788",1
Latvia,LVA,Gold,2000,"2,090",1
Latvia,LVA,Gold,2008,"2,541",1
Latvia,LVA,Gold,2012,"2,789",1
Latvia,LVA,Silver,1932,473,1
Latvia,LVA,Silver,1936,540,1
Latvia,LVA,Silver,1996,"1,864",1
Latvia,LVA,Silver,2000,"2,091",1
Latvia,LVA,Silver,2008,"2,542",1
Morocco,MAR,Bronze,1992,"1,674",1
Morocco,MAR,Bronze,2008,"2,543",1
Morocco,MAR,Bronze,2012,"2,790",1
Morocco,MAR,Bronze,2016,"3,036",1
Morocco,MAR,Gold,1988,"1,547",1
Morocco,MAR,Gold,1992,"1,675",1
Morocco,MAR,Silver,1960,873,1
Morocco,MAR,Silver,1992,"1,676",1
Morocco,MAR,Silver,2000,"2,093",1
Morocco,MAR,Silver,2004,"2,316",1
Morocco,MAR,Silver,2008,"2,544",1
Monaco,MCO,Bronze,1924,332,1
Moldova,MDA,Bronze,1996,"1,866",1
Moldova,MDA,Bronze,2000,"2,094",1
Moldova,MDA,Bronze,2008,"2,545",1
Moldova,MDA,Silver,1996,"1,867",1
Moldova,MDA,Silver,2000,"2,095",1
Mexico,MEX,Bronze,1900,62,1
Mexico,MEX,Bronze,1956,793,1
Mexico,MEX,Bronze,1960,874,1
Mexico,MEX,Bronze,1964,963,1
Mexico,MEX,Bronze,1976,"1,249",1
Mexico,MEX,Bronze,1984,"1,439",1
Mexico,MEX,Bronze,1996,"1,868",1
Mexico,MEX,Bronze,2004,"2,317",1
Mexico,MEX,Bronze,2008,"2,546",1
Mexico,MEX,Gold,1956,794,1
Mexico,MEX,Gold,1976,"1,250",1
Mexico,MEX,Gold,2000,"2,097",1
Mexico,MEX,Gold,2012,"2,793",1
Mexico,MEX,Silver,1948,615,1
Mexico,MEX,Silver,1952,703,1
Mexico,MEX,Silver,1972,"1,157",1
Mexico,MEX,Silver,1980,"1,345",1
Mexico,MEX,Silver,1992,"1,677",1
Montenegro,MNE,Silver,2012,"2,795",1
Mongolia,MNG,Bronze,1988,"1,549",1
Mongolia,MNG,Bronze,1996,"1,869",1
Mongolia,MNG,Bronze,2004,"2,319",1
Mongolia,MNG,Bronze,2016,"3,039",1
Mongolia,MNG,Silver,1968,"1,065",1
Mongolia,MNG,Silver,1972,"1,158",1
Mongolia,MNG,Silver,1976,"1,251",1
Mongolia,MNG,Silver,2016,"3,040",1
Mozambique,MOZ,Bronze,1996,"1,870",1
Mozambique,MOZ,Gold,2000,"2,099",1
Mauritius,MUS,Bronze,2008,"2,550",1
Malaysia,MYS,Bronze,1992,"1,679",1
Malaysia,MYS,Bronze,1996,"1,871",1
Malaysia,MYS,Bronze,2012,"2,798",1
Malaysia,MYS,Bronze,2016,"3,041",1
